property,opened_date,contracted_date,completed_date,signoffreceived_date,usps_id,closed_date,usps_issue_number,estimated_cost,status,priority,category,type,assignedto,project_origin,project_age,age_bucket,stage_group,is_open,project_key
"Jackson, PA",2024-07-01,,,,,2024-07-09,,,Closed,Urgent,Repair,Utilities,Ashley Thompson,Internal,8.0,0-30,Closed,Closed,"Jackson, PA|2024-07-01"
"Jackson, TN",2024-07-01,,,,,2024-10-28,,,Closed,Urgent,Repair,Doors,Ashley Thompson,Internal,119.0,90+,Closed,Closed,"Jackson, TN|2024-07-01"
"Winchester, WY",2024-07-01,2024-09-12,2024-10-01,2024-10-07,2420468,2024-12-18,2961778,650.0,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,170.0,90+,Closed,Closed,"Winchester, WY|2024-07-01"
"Riverside, MA",2024-07-02,2024-07-30,2024-08-01,2024-08-12,2421686,2024-08-14,2963036,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,43.0,31-60,Closed,Closed,"Riverside, MA|2024-07-02"
"Anderson, FL",2024-07-03,2024-07-31,2024-08-09,2024-08-27,2422758,2024-09-10,2964069,260.0,Closed,Urgent,Repair,Ceiling Tiles,Ashley Thompson,USPS,69.0,61-90,Closed,Closed,"Anderson, FL|2024-07-03"
"Clinton, GA",2024-07-03,2024-08-12,2024-08-31,2024-09-03,2421428,2024-09-10,2962780,1887.0,Closed,Urgent,Repair,Paving (Repair),Mike Johnson,USPS,69.0,61-90,Closed,Closed,"Clinton, GA|2024-07-03"
"Clinton, SC",2024-07-03,2024-07-18,2024-07-29,2024-07-29,2422666,2024-07-29,2963951,,Closed,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,26.0,0-30,Closed,Closed,"Clinton, SC|2024-07-03"
"Dover, KS",2024-07-03,2024-07-11,2024-07-18,2024-07-22,2421732,2024-08-08,2963034,130.0,Closed,Urgent,Repair,Plumbing,Ashley Thompson,USPS,36.0,31-60,Closed,Closed,"Dover, KS|2024-07-03"
"Farmington, CA",2024-07-03,2024-07-11,2024-07-12,2024-07-12,2421831,2024-08-08,2963139,500.0,Closed,Urgent,Repair,Doors,Ashley Thompson,USPS,36.0,31-60,Closed,Closed,"Farmington, CA|2024-07-03"
"Florence, IL",2024-07-03,2024-07-03,2024-07-10,,,2024-08-13,,1561.0,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,Internal,41.0,31-60,Closed,Closed,"Florence, IL|2024-07-03"
"Winchester, WY",2024-07-03,2024-09-17,2024-10-30,2024-11-05,2419909,2024-12-17,2961130,1200.0,Closed,Urgent,Repair,Structural,Ashley Thompson,USPS,167.0,90+,Closed,Closed,"Winchester, WY|2024-07-03"
"Ashland, AZ",2024-07-05,,,,2409929,,2964359,,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,656.0,90+,Closed,Closed,"Ashland, AZ|2024-07-05"
"Fairview, MD",2024-07-05,2024-08-09,2024-08-30,2024-09-04,2422686,2024-11-22,2964007,,Closed,Normal,Repair,HVAC Repairs,Sarah Williams,USPS,140.0,90+,Closed,Closed,"Fairview, MD|2024-07-05"
"Farmington, CA",2024-07-05,,2024-07-03,2024-07-08,2421826,2024-07-09,2963136,,Closed,Normal,Repair,HVAC Repairs,Sarah Williams,USPS,4.0,0-30,Closed,Closed,"Farmington, CA|2024-07-05"
"Anderson, FL",2024-07-08,,2024-07-05,2024-07-08,2422758,2024-07-22,2964068,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,14.0,0-30,Closed,Closed,"Anderson, FL|2024-07-08"
"Mount Vernon, MA",2024-07-08,2024-07-10,2024-07-12,2024-07-15,2422535,2024-08-14,2963846,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,37.0,31-60,Closed,Closed,"Mount Vernon, MA|2024-07-08"
"Oxford, LA",2024-07-08,2024-08-02,2024-08-28,2024-09-03,2422572,2024-09-10,2963908,,Closed,Normal,Repair,Paving (Repair),Sarah Williams,USPS,64.0,61-90,Closed,Closed,"Oxford, LA|2024-07-08"
"Rockville, NV",2024-07-08,2024-10-04,2024-10-31,2024-11-07,2424109,2024-11-22,2965517,,Closed,Normal,Repair,Drive Thru,Sarah Williams,USPS,137.0,90+,Closed,Closed,"Rockville, NV|2024-07-08"
"Anderson, MA",2024-07-09,,,,,,,,Closed,Urgent,Repair,Drive Thru,Ashley Thompson,Internal,652.0,90+,Closed,Closed,"Anderson, MA|2024-07-09"
"Arlington, CO",2024-07-09,,2024-07-09,2024-07-09,2421599,2024-07-09,2962903,,Closed,Normal,Repair,HVAC Repairs,Brandon Davis,USPS,0.0,0-30,Closed,Closed,"Arlington, CO|2024-07-09"
"Bloomington, MS",2024-07-09,2024-07-09,2024-07-24,2024-07-24,2424395,2024-08-21,2965769,,Closed,Emergency,Repair,HVAC Repairs,Brandon Davis,USPS,43.0,31-60,Closed,Closed,"Bloomington, MS|2024-07-09"
"Bristol, GA",2024-07-09,2024-07-09,2024-07-09,2024-07-09,2423641,2024-09-10,2964968,,Closed,Urgent,Repair,HVAC Repairs,Brandon Davis,USPS,63.0,61-90,Closed,Closed,"Bristol, GA|2024-07-09"
"Cleveland, OR",2024-07-09,2024-07-09,2024-07-09,2024-07-10,2424197,2024-08-02,2965558,122.49,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,24.0,0-30,Closed,Closed,"Cleveland, OR|2024-07-09"
"Gainesville, AK",2024-07-09,2024-07-09,2024-07-19,2024-08-12,2423039,2024-08-20,2964393,,Closed,Normal,Repair,HVAC Repairs,Sarah Williams,USPS,42.0,31-60,Closed,Closed,"Gainesville, AK|2024-07-09"
"Hamilton, AZ",2024-07-09,2024-07-25,2024-08-05,2024-08-12,2423455,2024-08-28,2964818,1200.0,Closed,Urgent,Repair,Paving (Repair),Ashley Thompson,USPS,50.0,31-60,Closed,Closed,"Hamilton, AZ|2024-07-09"
"Lexington, WV",2024-07-09,2024-07-09,2024-07-09,2024-07-10,2424394,2024-07-19,2965815,148.82,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,10.0,0-30,Closed,Closed,"Lexington, WV|2024-07-09"
"Marion, GA",2024-07-09,2024-09-17,2024-10-24,2024-10-24,2421951,2024-11-04,2963269,,Closed,Normal,Repair,Roof Repair,Brandon Davis,USPS,118.0,90+,Closed,Closed,"Marion, GA|2024-07-09"
"Bloomington, WY",2024-07-10,2024-07-09,2024-07-16,2024-07-16,2424027,2024-11-20,2965448,,Closed,Emergency,Repair,HVAC Repairs,Sarah Williams,USPS,133.0,90+,Closed,Closed,"Bloomington, WY|2024-07-10"
"Hudson, MO",2024-07-10,2015-07-10,2024-07-30,2024-09-10,2425411,2024-11-04,2966848,,Closed,Emergency,Repair,HVAC Repairs,Mike Johnson,USPS,117.0,90+,Closed,Closed,"Hudson, MO|2024-07-10"
"Danville, NM",2024-07-11,,2024-07-11,,,2024-07-15,,,Closed,Normal,Repair,Building Repairs,Brandon Davis,Internal,4.0,0-30,Closed,Closed,"Danville, NM|2024-07-11"
"Dover, KS",2024-07-11,,,2024-07-12,2424824,,2966243,,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,650.0,90+,Closed,Closed,"Dover, KS|2024-07-11"
"Fairview, AL",2024-07-11,2024-07-12,2024-07-12,2024-07-16,2424791,2024-08-02,2966203,120.0,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,22.0,0-30,Closed,Closed,"Fairview, AL|2024-07-11"
"Fairview, MT",2024-07-11,2024-10-31,2024-11-20,2024-11-21,2425032,2024-12-04,2966421,13352.82,Closed,Normal,Repair,Roof Replacement - Shingle,Mike Johnson,USPS,146.0,90+,Closed,Closed,"Fairview, MT|2024-07-11"
"Hudson, MO",2024-07-11,2024-07-24,2024-07-30,2024-08-13,2425411,2024-09-26,2967252,1096.95,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,77.0,61-90,Closed,Closed,"Hudson, MO|2024-07-11"
"Rockville, NV",2024-07-11,2024-07-11,2024-07-11,2024-07-12,2424109,2024-10-10,2965516,300.0,Closed,Emergency,Repair,Drive Thru,Mike Johnson,USPS,91.0,90+,Closed,Closed,"Rockville, NV|2024-07-11"
"Ashland, AZ",2024-07-15,2024-10-02,2024-10-02,2024-10-02,2425774,2024-10-22,2967217,,Closed,Normal,Repair,Roof Repair,Brandon Davis,USPS,99.0,90+,Closed,Closed,"Ashland, AZ|2024-07-15"
"Ashland, NC",2024-07-15,,2024-07-22,2024-07-22,2424761,2024-08-20,2966072,200.0,Closed,Urgent,Repair,Storm/Flood Cleanup,Mike Johnson,USPS,36.0,31-60,Closed,Closed,"Ashland, NC|2024-07-15"
"Auburn, FL",2024-07-15,2024-08-29,2024-08-31,2024-09-03,2421888,2024-09-10,2963204,600.0,Closed,Urgent,Repair,Concrete,Ashley Thompson,USPS,57.0,31-60,Closed,Closed,"Auburn, FL|2024-07-15"
"Auburn, TN",2024-07-15,2024-07-17,2024-07-17,2024-11-07,2426414,2024-11-22,2967889,100.0,Closed,Urgent,Repair,Plumbing,Ashley Thompson,USPS,130.0,90+,Closed,Closed,"Auburn, TN|2024-07-15"
"Clinton, ME",2024-07-15,2024-10-11,2024-10-23,2024-10-25,2424218,2024-11-01,2965605,1500.0,Closed,Urgent,Repair,Paving (Repair),Kevin Miller,USPS,109.0,90+,Closed,Closed,"Clinton, ME|2024-07-15"
"Danville, SD",2024-07-15,2024-07-22,2024-07-23,2024-08-02,2425064,2024-08-08,2966473,,Closed,Normal,Repair,Doors,Brandon Davis,USPS,24.0,0-30,Closed,Closed,"Danville, SD|2024-07-15"
"Dayton, VT",2024-07-15,2024-09-16,2024-10-10,2024-10-23,2425542,2024-11-22,2966941,,Closed,Normal,Repair,Roof Replacement - Shingle,Sarah Williams,USPS,130.0,90+,Closed,Closed,"Dayton, VT|2024-07-15"
"Georgetown, MO",2024-07-15,2024-07-16,2024-07-26,2024-08-12,2424801,2024-08-14,2966215,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,30.0,0-30,Closed,Closed,"Georgetown, MO|2024-07-15"
"Hamilton, ND",2024-07-15,2024-07-13,2024-07-13,2024-07-13,,2024-08-29,,354.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,Internal,45.0,31-60,Closed,Closed,"Hamilton, ND|2024-07-15"
"Jackson, FL",2024-07-15,2024-09-19,2024-10-24,2024-11-05,2426203,2025-01-20,2967630,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,189.0,90+,Closed,Closed,"Jackson, FL|2024-07-15"
"Lancaster, VA",2024-07-15,2024-07-15,2024-07-18,2024-08-07,2424205,2024-08-16,2965565,350.0,Closed,Urgent,Repair,Plumbing,Ashley Thompson,USPS,32.0,31-60,Closed,Closed,"Lancaster, VA|2024-07-15"
"Lexington, AL",2024-07-15,,2024-07-23,2024-08-05,2425939,2024-08-14,2967361,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,30.0,0-30,Closed,Closed,"Lexington, AL|2024-07-15"
"Mount Vernon, AR",2024-07-15,2024-07-18,2024-07-29,2024-07-29,2425451,2024-08-08,2966915,285.6,Closed,Normal,Repair,Electrical Repairs,Brandon Davis,USPS,24.0,0-30,Closed,Closed,"Mount Vernon, AR|2024-07-15"
"Salem, NM",2024-07-15,2024-07-18,2024-07-24,2024-08-06,2423450,2024-09-09,2964795,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,56.0,31-60,Closed,Closed,"Salem, NM|2024-07-15"
"Auburn, TN",2024-07-16,2024-07-17,2024-07-19,2024-07-22,2427336,2024-10-03,2968804,885.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,79.0,61-90,Closed,Closed,"Auburn, TN|2024-07-16"
"Greenville, IL",2024-07-16,2024-08-20,2024-08-30,2024-09-05,2426458,2024-11-22,2967953,,Closed,Urgent,Repair,Paving (Repair),Sarah Williams,USPS,129.0,90+,Closed,Closed,"Greenville, IL|2024-07-16"
"Norwood, ID",2024-07-16,2024-07-16,2024-07-17,2024-07-18,2427036,2024-08-20,2968496,190.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,35.0,31-60,Closed,Closed,"Norwood, ID|2024-07-16"
"Norwood, ID",2024-07-16,2024-08-14,2024-09-13,2024-09-17,2426894,2024-09-25,2968494,6800.0,Closed,Urgent,Repair,Paving (Repair),Mike Johnson,USPS,71.0,61-90,Closed,Closed,"Norwood, ID|2024-07-16"
"Winchester, GA",2024-07-16,2024-07-16,2024-08-06,2024-11-08,2426927,2024-11-11,2968384,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,118.0,90+,Closed,Closed,"Winchester, GA|2024-07-16"
"Gainesville, NH",2024-07-17,2024-07-18,2024-07-30,,,2024-08-08,,175.0,Closed,Low,Repair,Pest Control,Ashley Thompson,Internal,22.0,0-30,Closed,Closed,"Gainesville, NH|2024-07-17"
"Georgetown, ME",2024-07-17,2024-07-17,2024-07-18,2024-07-23,2427649,2024-08-15,2969258,500.0,Closed,Emergency,Repair,HVAC Repairs,Mike Johnson,USPS,29.0,0-30,Closed,Closed,"Georgetown, ME|2024-07-17"
"Jackson, KS",2024-07-17,,,,2427491,,2968984,,Closed,Normal,Repair,Misc. Repairs,Sarah Williams,USPS,644.0,90+,Closed,Closed,"Jackson, KS|2024-07-17"
"Jackson, WA",2024-07-17,,,,2427649,2024-07-22,2969258,,Closed,Emergency,Repair,HVAC Repairs,Mike Johnson,USPS,5.0,0-30,Closed,Closed,"Jackson, WA|2024-07-17"
"Norwood, ID",2024-07-17,,2024-05-31,,,2024-08-02,,440.0,Closed,Low,Repair,HVAC Repairs,Mike Johnson,Internal,16.0,0-30,Closed,Closed,"Norwood, ID|2024-07-17"
"Norwood, ID",2024-07-17,2024-09-19,2024-10-07,2024-10-07,2427017,2024-10-24,2968487,,Closed,Normal,Repair,Concrete,Sarah Williams,USPS,99.0,90+,Closed,Closed,"Norwood, ID|2024-07-17"
"Norwood, ID",2024-07-17,2024-09-19,2024-10-07,2024-10-07,2427035,2024-10-24,2968495,,Closed,Normal,Repair,Concrete,Sarah Williams,USPS,99.0,90+,Closed,Closed,"Norwood, ID|2024-07-17"
"Norwood, ID",2024-07-17,2024-09-19,2024-10-07,,,2024-10-24,,,Closed,Normal,Repair,Misc. Repairs,Sarah Williams,Internal,99.0,90+,Closed,Closed,"Norwood, ID|2024-07-17"
"Norwood, ID",2024-07-17,2024-07-18,2024-07-19,2024-09-09,2427019,2024-09-25,2968488,,Closed,Normal,Repair,Roof Repair,Brandon Davis,USPS,70.0,61-90,Closed,Closed,"Norwood, ID|2024-07-17"
"Clayton, NC",2024-07-18,2024-07-18,2024-08-05,,,,,444.0,Dispute,Urgent,Repair,HVAC PM,Ashley Thompson,Internal,643.0,90+,Risk,Open,"Clayton, NC|2024-07-18"
"Danville, NM",2024-07-18,2024-07-17,2024-07-17,2024-07-18,,2024-08-02,,200.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,Internal,15.0,0-30,Closed,Closed,"Danville, NM|2024-07-18"
"Springfield, NC",2024-07-18,2024-10-03,2024-10-29,2024-11-05,2428087,2024-12-05,2969616,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,140.0,90+,Closed,Closed,"Springfield, NC|2024-07-18"
"Farmington, KS",2024-07-19,2024-09-16,2024-10-21,2024-10-28,2427024,2024-11-08,2968515,1200.0,Closed,Urgent,Repair,Structural,Mike Johnson,USPS,112.0,90+,Closed,Closed,"Farmington, KS|2024-07-19"
"Georgetown, ME",2024-07-19,2024-09-12,2024-10-18,2024-10-21,2428762,2024-12-12,2970250,3000.0,Closed,Urgent,Repair,Paving (Repair),Ashley Thompson,USPS,146.0,90+,Closed,Closed,"Georgetown, ME|2024-07-19"
"Georgetown, NC",2024-07-19,,,2024-08-20,2428048,2024-10-09,2969545,,Closed,Normal,Repair,Masonry,Sarah Williams,USPS,82.0,61-90,Closed,Closed,"Georgetown, NC|2024-07-19"
"Lancaster, GA",2024-07-19,2024-07-20,2024-08-29,2024-09-03,2428630,2024-09-30,2970197,,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,73.0,61-90,Closed,Closed,"Lancaster, GA|2024-07-19"
"Lexington, CO",2024-07-19,2024-09-09,2024-09-10,2024-09-18,2429056,2024-09-24,2970590,,Closed,Urgent,Repair,Roof Repair,Ashley Thompson,USPS,67.0,61-90,Closed,Closed,"Lexington, CO|2024-07-19"
"Lexington, CO",2024-07-19,2024-08-13,2024-08-16,2024-08-19,2429056,2024-09-10,2970613,250.0,Closed,Urgent,Repair,Gutters,Ashley Thompson,USPS,53.0,31-60,Closed,Closed,"Lexington, CO|2024-07-19"
"Madison, NE",2024-07-19,2024-07-22,2024-07-23,2024-07-23,2428173,2024-08-08,2969773,,Closed,Normal,Repair,Roof Repair,Brandon Davis,USPS,20.0,0-30,Closed,Closed,"Madison, NE|2024-07-19"
"Carrollton, OH",2024-07-22,,2024-07-26,2024-07-26,2428568,2024-07-26,2970114,,Closed,Normal,Repair,Plumbing,Brandon Davis,USPS,4.0,0-30,Closed,Closed,"Carrollton, OH|2024-07-22"
"Clinton, SC",2024-07-22,,,,2422666,,2969081,,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,639.0,90+,Closed,Closed,"Clinton, SC|2024-07-22"
"Edison, GA",2024-07-22,,,,,,,133.5,Closed,Urgent,Repair,Electrical Repairs,Ashley Thompson,Internal,639.0,90+,Closed,Closed,"Edison, GA|2024-07-22"
"Fairview, AL",2024-07-22,2025-10-20,,,,,,450.0,Contracted,Normal,Repair,Misc. Repairs,Jessica Martin,Internal,639.0,90+,In Progress,Open,"Fairview, AL|2024-07-22"
"Hamilton, CT",2024-07-22,2024-07-17,2024-07-18,2024-07-23,2427788,2024-09-25,2969278,112.5,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,65.0,61-90,Closed,Closed,"Hamilton, CT|2024-07-22"
"Hamilton, WA",2024-07-22,2024-07-22,2024-07-22,2024-07-23,2429635,2024-08-02,2971225,248.83,Closed,Emergency,Repair,HVAC Repairs,Mike Johnson,USPS,11.0,0-30,Closed,Closed,"Hamilton, WA|2024-07-22"
"Jackson, WA",2024-07-22,2024-08-02,2024-08-07,2024-08-12,2428343,2024-08-20,2969810,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,29.0,0-30,Closed,Closed,"Jackson, WA|2024-07-22"
"Manchester, AR",2024-07-22,2024-08-09,2024-08-15,2024-08-20,2429341,2024-08-29,2971324,125.0,Closed,Urgent,Repair,Painting,Ashley Thompson,USPS,38.0,31-60,Closed,Closed,"Manchester, AR|2024-07-22"
"Clinton, SC",2024-07-23,,,2024-07-23,2430342,2024-07-25,2971943,,Closed,Urgent,Repair,Drive Thru,Sarah Williams,USPS,2.0,0-30,Closed,Closed,"Clinton, SC|2024-07-23"
"Hamilton, ND",2024-07-23,2023-07-23,2024-07-25,2024-07-25,2430384,2024-08-29,2972004,1612.81,Closed,Emergency,Repair,HVAC Repairs,Mike Johnson,USPS,37.0,31-60,Closed,Closed,"Hamilton, ND|2024-07-23"
"Hamilton, MS",2024-07-24,2024-08-01,2024-08-06,2024-08-08,2429803,2024-08-16,2971414,225.0,Closed,Urgent,Repair,Ceiling Tiles,Ashley Thompson,USPS,23.0,0-30,Closed,Closed,"Hamilton, MS|2024-07-24"
"Bristol, NJ",2024-07-25,2024-08-27,2024-09-03,2024-09-03,2430746,2024-09-25,2972379,600.0,Closed,Normal,Repair,Roof Repair,Brandon Davis,USPS,62.0,61-90,Closed,Closed,"Bristol, NJ|2024-07-25"
"Clinton, SC",2024-07-25,2024-09-20,2024-10-21,2024-10-28,2430141,2024-12-05,2971740,3000.0,Closed,Normal,Repair,Drive Thru,Sarah Williams,USPS,133.0,90+,Closed,Closed,"Clinton, SC|2024-07-25"
"Georgetown, PA",2024-07-25,2024-08-26,2024-09-04,2024-09-12,2430575,2024-09-25,2972188,506.47,Closed,Urgent,Repair,Roof Repair,Ashley Thompson,USPS,62.0,61-90,Closed,Closed,"Georgetown, PA|2024-07-25"
"Greenville, NC",2024-07-25,2024-07-25,2024-09-03,,,2024-09-26,,488.8,Closed,Normal,Repair,Paving (Repair),Mike Johnson,Internal,63.0,61-90,Closed,Closed,"Greenville, NC|2024-07-25"
"Madison, NE",2024-07-25,2024-10-03,2024-10-04,2024-10-04,2430742,2024-10-16,2972377,,Closed,Normal,Repair,Ceiling Tiles,Ashley Thompson,USPS,83.0,61-90,Closed,Closed,"Madison, NE|2024-07-25"
"Oakland, OR",2024-07-25,2024-08-27,2024-08-28,2024-08-28,,2024-09-10,,480.0,Closed,Urgent,Repair,Gutters,Ashley Thompson,Internal,47.0,31-60,Closed,Closed,"Oakland, OR|2024-07-25"
"Madison, NH",2024-07-26,,,,2413746,2024-07-26,2954802,,Closed,Normal,Repair,Concrete,Brandon Davis,USPS,0.0,0-30,Closed,Closed,"Madison, NH|2024-07-26"
"Madison, SD",2024-07-26,2024-09-27,2024-11-05,2024-11-07,2413746,2024-11-22,2954802,,Closed,Normal,Repair,Concrete,Brandon Davis,USPS,119.0,90+,Closed,Closed,"Madison, SD|2024-07-26"
"Riverside, VT",2024-07-26,2024-09-16,2024-10-02,2024-10-07,2431584,2024-10-16,2973322,795.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,82.0,61-90,Closed,Closed,"Riverside, VT|2024-07-26"
"Riverside, VT",2024-07-26,2024-09-16,2024-09-17,2024-09-20,2431637,2024-11-22,2973324,592.24,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,119.0,90+,Closed,Closed,"Riverside, VT|2024-07-26"
"Riverside, VT",2024-07-26,2024-09-16,2024-10-02,2024-10-02,2431581,2024-10-16,2973318,500.0,Closed,Urgent,Repair,Ceiling Tiles,Mike Johnson,USPS,82.0,61-90,Closed,Closed,"Riverside, VT|2024-07-26"
"Riverside, VT",2024-07-26,2024-09-16,2024-11-19,2024-11-21,2431581,2024-11-22,2973321,4650.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,119.0,90+,Closed,Closed,"Riverside, VT|2024-07-26"
"Danville, NM",2024-07-29,2024-10-03,2024-10-17,2024-12-27,2431711,2025-03-03,2973422,1000.0,Closed,Normal,Repair,Roof Repair,Brandon Davis,USPS,217.0,90+,Closed,Closed,"Danville, NM|2024-07-29"
"Danville, OR",2024-07-29,2024-07-29,2024-07-29,2024-07-31,2432263,2024-09-10,2974064,275.5,Closed,Urgent,Repair,Doors,Mike Johnson,USPS,43.0,31-60,Closed,Closed,"Danville, OR|2024-07-29"
"Fremont, MD",2024-07-29,2024-07-29,2024-07-31,2024-08-01,2432035,2024-08-08,2973737,388.76,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,10.0,0-30,Closed,Closed,"Fremont, MD|2024-07-29"
"Jackson, LA",2024-07-29,2024-09-16,2024-09-26,2024-09-30,2431209,2024-10-03,2972882,,Closed,Normal,Repair,Ceiling Tiles,Sarah Williams,USPS,66.0,61-90,Closed,Closed,"Jackson, LA|2024-07-29"
"Bristol, OH",2024-07-30,2024-07-30,2024-07-31,2024-08-05,,2024-08-14,,,Closed,Urgent,Repair,HVAC Repairs,Sarah Williams,Internal,15.0,0-30,Closed,Closed,"Bristol, OH|2024-07-30"
"Milton, MO",2024-07-30,,,,,2024-09-09,,,Closed,Normal,Repair,Landscaping,Ashley Thompson,Internal,41.0,31-60,Closed,Closed,"Milton, MO|2024-07-30"
"Bloomington, MI",2024-08-02,2024-11-14,2025-02-14,2025-02-19,2431858,2025-05-31,2973582,25700.0,Closed,Normal,Repair,Roof Replacement - Flat,Sarah Williams,USPS,302.0,90+,Closed,Closed,"Bloomington, MI|2024-08-02"
"Burlington, AR",2024-08-02,2024-08-05,2024-08-05,2024-08-06,2432992,2024-08-08,2974882,130.0,Closed,Urgent,Repair,Plumbing,Ashley Thompson,USPS,6.0,0-30,Closed,Closed,"Burlington, AR|2024-08-02"
"Danville, NM",2024-08-02,2024-10-07,2024-10-16,2024-10-16,,2024-10-16,,,Closed,Normal,Repair,Misc. Repairs,Brandon Davis,Internal,75.0,61-90,Closed,Closed,"Danville, NM|2024-08-02"
"Mount Vernon, MA",2024-08-02,2025-04-22,2025-05-26,2025-06-08,,2025-06-24,,3827.0,Closed,Urgent,Repair,HVAC Repairs,Sarah Williams,Internal,326.0,90+,Closed,Closed,"Mount Vernon, MA|2024-08-02"
"Riverside, AR",2024-08-02,2024-08-05,2024-08-07,2024-08-07,2433205,2024-08-20,2974995,,Closed,Normal,Repair,Electrical Repairs,Brandon Davis,USPS,18.0,0-30,Closed,Closed,"Riverside, AR|2024-08-02"
"Anderson, FL",2024-08-03,2024-08-05,2024-08-09,,2422758,2024-09-10,2964069,,Closed,Urgent,Repair,Ceiling Tiles,Ashley Thompson,USPS,38.0,31-60,Closed,Closed,"Anderson, FL|2024-08-03"
"Centerville, MS",2024-08-05,2024-09-25,2024-10-08,2024-10-10,2432563,2024-10-24,2974281,,Closed,Normal,Repair,Electrical Repairs,Brandon Davis,USPS,80.0,61-90,Closed,Closed,"Centerville, MS|2024-08-05"
"Centerville, MS",2024-08-05,2024-08-08,2024-08-28,2024-09-03,2432563,2024-09-10,2974212,,Closed,Normal,Repair,HVAC Repairs,Brandon Davis,USPS,36.0,31-60,Closed,Closed,"Centerville, MS|2024-08-05"
"Clayton, AK",2024-08-05,2024-08-08,2024-08-12,2024-10-17,2433465,2024-11-01,2975254,50.0,Closed,Urgent,Repair,Flooring,Ashley Thompson,USPS,88.0,61-90,Closed,Closed,"Clayton, AK|2024-08-05"
"Fremont, MD",2024-08-05,,,,,2025-02-20,,6000.0,Closed,Normal,Repair,HVAC Repairs,Mike Johnson,Internal,199.0,90+,Closed,Closed,"Fremont, MD|2024-08-05"
"Hamilton, AZ",2024-08-05,2024-08-05,2024-08-05,2024-08-06,2434681,2024-08-29,2976533,99.05,Closed,Emergency,Repair,HVAC Repairs,Mike Johnson,USPS,24.0,0-30,Closed,Closed,"Hamilton, AZ|2024-08-05"
"Hamilton, CT",2024-08-05,2024-08-08,2024-08-21,2024-08-21,2433579,2024-08-29,2975326,200.0,Closed,Urgent,Repair,Flooring,Ashley Thompson,USPS,24.0,0-30,Closed,Closed,"Hamilton, CT|2024-08-05"
"Hamilton, ND",2024-08-05,2024-08-05,2024-08-06,2024-08-09,2432579,2024-08-29,2974324,67.5,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,24.0,0-30,Closed,Closed,"Hamilton, ND|2024-08-05"
"Hamilton, ND",2024-08-05,,2024-08-05,2024-08-09,2432579,2024-08-09,2974325,,Closed,Normal,Repair,Doors,Brandon Davis,USPS,4.0,0-30,Closed,Closed,"Hamilton, ND|2024-08-05"
"Hamilton, OH",2024-08-05,2024-08-05,2024-08-08,2024-08-20,2433982,2024-10-16,2975742,607.61,Closed,Emergency,Repair,HVAC Repairs,Mike Johnson,USPS,72.0,61-90,Closed,Closed,"Hamilton, OH|2024-08-05"
"Jackson, NM",2024-08-05,,2024-07-31,,,2024-12-17,,137.0,Closed,Normal,Repair,Pest Control,Mike Johnson,Internal,134.0,90+,Closed,Closed,"Jackson, NM|2024-08-05"
"Lancaster, UT",2024-08-05,,2024-08-05,2024-08-05,2432376,2024-08-05,2974114,0.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,0.0,0-30,Closed,Closed,"Lancaster, UT|2024-08-05"
"Madison, MS",2024-08-05,2024-08-07,2024-08-07,2024-08-07,2433731,2024-08-16,2975553,90.0,Closed,Urgent,Repair,Plumbing,Ashley Thompson,USPS,11.0,0-30,Closed,Closed,"Madison, MS|2024-08-05"
